,MonthlyCharges,tenure,OnlineSecurity,TechSupport,Contract,PaymentMethod,Churn
1474,0.2640757349277528,7,0,0,0,2,0
1475,0.8216243148978575,46,2,0,0,2,1
1476,0.30592924763328355,6,0,0,0,1,0
1477,0.7075236671649228,6,0,2,0,2,0
1478,0.08619830592924763,47,1,1,1,2,0
1479,0.7508719481813652,36,2,0,0,2,0
1480,0.7618335824613852,8,0,0,0,2,1
1481,0.4190333831589437,40,0,2,1,3,0
1482,0.8545092177379172,61,2,0,1,2,0
1483,0.7942202291978078,72,2,0,2,1,0
1484,0.8056801195814648,39,2,0,1,3,0
1485,0.012954658694568992,8,1,1,0,0,0
1486,0.7060288988540109,1,0,0,0,2,1
1487,0.4115595416043847,33,2,2,2,0,0
1488,0.6806178375685102,31,0,0,0,1,1
1489,0.709516691579472,9,0,0,0,2,1
1490,0.015944195316392632,70,1,1,2,1,0
1491,0.012456402590931727,55,1,1,1,3,0
1492,0.011459890383657191,4,1,1,0,3,0
1493,0.6028898854010962,48,2,0,1,1,0
1494,0.014947683109118063,61,1,1,2,3,0
1495,0.5087194818136522,2,0,0,0,2,0
1496,0.3243647234678625,6,0,2,0,0,1
1497,0.1131041355256602,3,0,0,0,2,1
1498,0.2541106128550075,22,0,0,1,0,1
1499,0.6148480318883907,33,0,2,1,0,0
1500,0.8141504733432985,12,0,2,0,3,1
1501,0.960637767812656,72,2,2,2,0,0
1502,0.4683607374190334,58,2,0,0,1,0
1503,0.6706527154957648,59,0,0,1,2,1
1504,0.5874439461883408,34,0,0,1,0,0
1505,0.06527154957648232,52,1,1,2,3,0
1506,0.2720478325859491,10,0,0,0,2,1
1507,0.4100647732934729,16,0,2,0,2,1
1508,0.9028400597907325,58,2,0,1,2,1
1509,0.7638266068759343,10,0,0,0,2,1
1510,0.7135027404085699,3,0,2,0,3,0
1511,0.015445939212755359,69,1,1,2,1,0
1512,0.12556053811659193,13,2,0,0,0,0
1513,0.7065271549576483,25,0,0,0,0,1
1514,0.0179372197309417,1,1,1,0,3,1
1515,0.4364723467862481,1,0,2,0,3,1
1516,0.8355754857997011,68,2,0,2,0,0
1517,0.7234678624813153,1,0,0,0,1,1
1518,0.8231190832087694,8,0,0,0,2,1
1519,0.0697558545092177,1,0,0,0,2,0
1520,0.3472845042351769,46,2,0,0,2,0
1521,0.8510214250124566,45,0,2,0,0,0
1522,0.8480318883906328,8,2,2,0,0,1
1523,0.7633283507722969,5,0,0,0,0,1
1524,0.7468858993522671,22,0,0,0,3,0
1525,0.7678126557050324,58,0,2,0,2,0
1526,0.31290483308420525,51,0,0,0,2,0
1527,0.30592924763328355,39,2,2,0,1,1
1528,0.07722969606377675,26,1,1,1,3,0
1529,0.6696562032884903,53,0,0,0,0,1
1530,0.615346287992028,1,0,0,0,2,1
1531,0.11659192825112105,1,0,0,0,0,1
1532,0.6711509715994021,18,0,2,0,2,0
1533,0.0179372197309417,46,1,1,2,0,0
1534,0.6078724464374688,3,0,0,0,2,1
1535,0.2620827105132037,12,0,0,0,2,1
1536,0.3662182361733931,14,0,2,0,2,0
1537,0.5181863477827604,5,0,0,0,3,1
1538,0.8181365221723966,28,0,0,1,0,0
1539,0.7533632286995515,59,0,0,0,0,1
1540,0.2650722471350274,10,0,0,0,1,1
1541,0.6243148978574988,21,2,2,1,3,0
1542,0.27354260089686105,5,0,0,0,2,1
1543,0.07822620827105134,10,1,1,2,1,0
1544,0.5301444942700548,5,0,0,0,3,0
1545,0.6143497757847535,9,0,0,0,2,1
1546,0.7932237169905331,11,0,0,0,0,1
1547,0.5515695067264573,47,0,0,2,2,0
1548,0.2301943198804185,3,2,2,0,3,0
1549,0.5744892874937719,1,0,2,0,2,1
1550,0.22321873442949672,23,2,2,1,0,0
1551,0.7593423019431988,16,0,2,0,2,1
1552,0.6322869955156951,27,2,2,1,2,0
1553,0.07473841554559044,68,1,1,2,3,0
1554,0.3303437967115097,2,0,0,0,2,0
1555,0.02092675635276534,5,1,1,0,1,0
1556,0.5724962630792227,67,0,0,0,3,0
1557,0.3956153462879921,52,2,2,1,1,0
1558,0.6731439960139511,29,0,0,0,2,0
1559,0.5166915794718485,1,0,0,0,2,0
1560,0.5171898355754859,4,0,0,0,2,1
1561,0.6686596910812157,69,2,2,2,1,0
1562,0.2057797708021923,16,2,0,0,2,0
1563,0.744892874937718,24,0,0,0,2,0
1564,0.8525161933233683,42,0,2,0,0,0
1565,0.3243647234678625,60,0,0,0,2,1
1566,0.766816143497758,10,0,0,0,2,1
1567,0.4110612855007474,9,0,2,0,0,0
1568,0.5102142501245641,24,0,0,0,0,0
1569,0.0179372197309417,18,1,1,0,3,0
1570,0.9701046337817638,72,2,2,2,0,0
1571,0.6831091180866966,64,2,2,0,0,0
1572,0.011459890383657191,2,1,1,0,3,0
1573,0.7229696063776782,68,2,2,2,1,0
1574,0.8390632785251619,1,2,0,0,2,1
1575,0.02092675635276534,59,1,1,1,3,0
1576,0.7972097658196313,50,0,0,1,2,0
1577,0.918784255107125,72,2,2,2,0,0
1578,0.7618335824613852,57,0,2,1,2,0
1579,0.02092675635276534,18,1,1,1,0,0
1580,0.9646238166417538,62,2,2,1,1,0
1581,0.018435475834578968,24,1,1,1,3,0
1582,0.21873442949676133,37,2,0,0,0,1
1583,0.672645739910314,5,0,2,0,2,1
1584,0.5112107623318386,3,0,0,0,0,1
1585,0.5685102142501246,29,0,0,0,1,0
1586,0.3084205281514699,31,0,2,0,3,0
1587,0.025411061285500747,24,1,1,1,1,0
1588,0.5635276532137519,18,2,0,0,2,0
1589,0.7334329845540608,17,2,2,0,2,1
1590,0.4848031888390634,69,2,2,2,3,0
1591,0.016940707523667137,48,1,1,1,3,0
1592,0.021425012456402576,54,1,1,2,1,0
1593,0.6028898854010962,13,2,0,0,2,0
1594,0.6686596910812157,22,0,0,0,0,0
1595,0.06875934230194318,18,0,0,0,3,0
1596,0.7219730941704037,16,2,0,0,2,0
1597,0.621325361235675,5,0,0,0,2,1
1598,0.01993024414549077,53,1,1,2,3,0
1599,0.5540607872446437,44,0,0,0,2,0
1600,0.8201295465869456,44,0,2,0,2,1
1601,0.7125062282012955,70,2,2,2,1,0
1602,0.8674638764324862,6,0,0,0,2,1
1603,0.33084205281514695,33,0,2,1,3,0
1604,0.017438963627304432,11,1,1,1,3,0
1605,0.061783756851021415,72,1,1,2,0,0
1606,0.6128550074738416,9,0,0,0,2,0
1607,0.17787742899850525,63,2,2,1,0,0
1608,0.02291978076731441,3,1,1,1,1,0
1609,0.8709516691579473,66,2,2,2,0,0
1610,0.4409566517189836,66,2,2,2,0,0
1611,0.5266567015445939,1,0,0,0,3,0
1612,0.7588440458395617,30,0,2,1,0,0
1613,0.5171898355754859,13,0,0,0,2,0
1614,0.6103637269556552,72,2,2,2,0,0
1615,0.3736920777279522,8,0,0,0,2,0
1616,0.8754359740906825,28,2,0,1,2,1
1617,0.8649725959143001,65,2,0,0,2,0
1618,0.6442451420029897,11,0,2,0,2,0
1619,0.009466865969108118,26,1,1,1,3,0
1620,0.3188839063278526,59,0,0,0,2,0
1621,0.011459890383657191,67,1,1,2,1,0
1622,0.015944195316392632,71,1,1,2,1,0
1623,0.5266567015445939,57,0,0,1,1,0
1624,0.2869955156950672,71,0,2,2,2,0
1625,0.02291978076731441,57,1,1,2,1,0
1626,0.07822620827105134,72,1,1,2,3,0
1627,0.5690084703537618,1,0,0,0,1,0
1628,0.7797708021923269,15,2,0,0,2,0
1629,0.6168410563029398,4,2,0,0,2,0
1630,0.266068759342302,23,0,0,0,2,0
1631,0.8824115595416044,71,0,2,2,2,0
1632,0.6283009466865969,45,2,2,0,3,0
1633,0.8993522670652716,64,2,2,1,3,0
1634,0.40807174887892383,20,2,2,0,0,0
1635,0.6138515196811161,31,0,2,0,1,1
1636,0.7633283507722969,3,0,0,0,2,0
1637,0.023916292974588915,20,1,1,1,3,0
1638,0.7902341803687095,57,0,0,1,1,0
1639,0.11111111111111108,8,0,0,0,2,1
1640,0.011958146487294458,33,1,1,1,0,0
1641,0.3582461385151968,67,2,2,2,1,0
1642,0.6352765321375187,71,2,2,2,1,0
1643,0.4623816641753862,59,0,2,0,2,0
1644,0.021923268560039844,1,1,1,0,3,0
1645,0.5615346287992028,57,0,2,1,0,0
1646,0.40807174887892383,1,0,0,0,2,1
1647,0.807673143996014,9,0,0,0,1,0
1648,0.01893373193821621,4,1,1,0,1,0
1649,0.700548081714001,72,2,2,2,1,0
1650,0.8749377179870452,62,0,2,1,1,0
1651,0.617339312406577,5,0,0,0,2,0
1652,0.7643248629795716,22,0,2,0,0,0
1653,0.07174887892376677,35,1,1,2,0,0
1654,0.6148480318883907,12,0,0,0,0,0
1655,0.01993024414549077,28,1,1,0,3,0
1656,0.021425012456402576,1,1,1,0,3,0
1657,0.8555057299451918,67,0,0,1,2,1
1658,0.7922272047832586,72,2,2,2,1,0
1659,0.9212755356253116,38,2,2,1,2,0
1660,0.3044344793223717,14,0,2,0,0,0
1661,0.6846038863976084,47,2,2,1,0,0
1662,0.06377678126557049,63,1,1,2,1,0
1663,0.1031390134529148,37,0,2,0,1,1
1664,0.5575485799701047,1,0,0,0,2,1
1665,0.015944195316392632,37,1,1,1,0,0
1666,0.22321873442949672,9,0,2,0,3,1
1667,0.4140508221225709,60,2,0,1,3,0
1668,0.6905829596412556,57,2,2,0,0,0
1669,0.26856003986048826,41,0,0,0,0,0
1670,0.5236671649227703,50,2,2,1,1,0
1671,0.3243647234678625,4,0,2,0,3,0
1672,0.6088689586447433,9,0,0,0,0,1
1673,0.7688091679123069,36,0,0,0,2,0
1674,0.06078724464374687,2,0,0,0,2,1
1675,0.7603388141504733,65,2,2,2,1,0
1676,0.6736422521175884,36,2,2,1,0,0
1677,0.01893373193821621,5,1,1,0,3,0
1678,0.8893871449925261,71,2,0,0,2,0
1679,0.08121574489287489,3,1,1,2,3,0
1680,0.014449427005480797,55,1,1,1,2,0
1681,0.2879920279023418,5,0,0,0,2,1
1682,0.351270553064275,1,0,0,0,3,1
1683,0.6188340807174888,68,2,0,2,1,0
1684,0.654210264075735,38,2,0,0,1,1
1685,0.35724962630792234,16,2,0,0,2,0
1686,0.5391131041355256,67,2,2,1,0,0
1687,0.98355754857997,72,2,2,2,1,0
1688,0.5022421524663678,21,0,0,0,2,0
1689,0.0074738415545590456,4,1,1,0,3,0
1690,0.109118086696562,3,0,0,0,3,0
1691,0.8081714000996512,69,0,2,2,2,0
1692,0.7533632286995515,2,0,0,0,2,1
1693,0.7977080219232685,70,0,0,2,0,1
1694,0.02740408570004982,1,1,1,0,2,1
1695,0.01395117090184353,2,1,1,0,3,0
1696,0.7209765819631291,11,0,0,0,2,0
1697,0.7812655705032387,13,2,0,0,2,1
1698,0.01395117090184353,60,1,1,2,1,0
1699,0.5520677628300947,20,0,0,0,2,1
1700,0.1748878923766816,37,0,0,2,1,0
1701,0.024414549078226183,30,1,1,1,1,0
1702,0.852017937219731,60,0,2,0,0,0
1703,0.5186846038863976,35,0,0,0,2,1
1704,0.7717987045341306,50,0,0,0,2,1
1705,0.7713004484304934,71,2,0,1,3,0
1706,0.5560538116591928,8,0,0,0,0,0
1707,0.05979073243647234,38,1,1,1,2,0
1708,0.015944195316392632,72,1,1,2,0,0
1709,0.7703039362232187,42,0,0,0,2,0
1710,0.7648231190832088,57,0,0,1,2,0
1711,0.922272047832586,60,0,2,2,1,0
1712,0.0707523667164923,71,1,1,2,1,0
1713,0.0488290981564524,11,1,1,0,1,1
1714,0.32735426008968616,40,0,2,0,2,0
1715,0.6586945690084703,42,2,2,2,1,0
1716,0.2610861983059293,1,0,0,0,3,1
1717,0.715495764823119,47,2,0,0,2,0
1718,0.5705032386646737,50,2,2,1,2,0
1719,0.3532635774788242,10,2,2,2,1,0
1720,0.6696562032884903,72,0,2,2,1,0
1721,0.8086696562032886,72,0,0,2,2,0
1722,0.7105132037867464,60,0,0,2,2,0
1723,0.5670154459392128,3,0,0,0,1,1
1724,0.6138515196811161,2,0,2,0,2,1
1725,0.6158445440956651,1,0,0,0,3,1
1726,0.7070254110612856,11,0,0,0,2,0
1727,0.7982062780269058,49,0,0,0,2,0
1728,0.9506726457399104,70,2,2,2,2,0
1729,0.5231689088191329,2,0,0,0,2,1
1730,0.8021923268560041,16,0,0,0,2,1
1731,0.8131539611360239,10,0,2,0,2,1
1732,0.5032386646736423,56,2,0,1,0,0
1733,0.8530144494270055,48,0,2,0,2,0
1734,0.06726457399103139,72,1,1,2,0,0
1735,0.026407573492775255,1,1,1,0,3,1
1736,0.012954658694568992,29,1,1,2,3,0
1737,0.070254110612855,25,1,1,1,0,1
1738,0.3607374190333832,68,2,0,1,1,0
1739,0.5137020428500249,2,0,0,0,2,0
1740,0.5949177877428999,42,0,0,0,1,1
1741,0.018435475834578968,6,1,1,2,3,0
1742,0.8276033881415048,18,0,0,0,1,0
1743,0.5186846038863976,10,0,0,0,2,1
1744,0.8510214250124566,72,0,0,2,2,0
1745,0.8624813153961135,63,0,0,2,0,0
1746,0.5974090682610862,27,0,2,1,3,0
1747,0.07125062282012952,35,1,1,2,1,0
1748,0.7159940209267563,18,0,2,0,2,1
1749,0.5505729945191828,11,2,0,0,2,1
1750,0.023418036870951675,44,1,1,1,0,0
1751,0.42202291978076734,19,2,0,0,2,0
1752,0.7473841554559043,72,2,2,2,0,0
1753,0.3163926258096662,18,0,0,0,3,0
1754,0.3148978574987543,18,0,0,0,1,0
1755,0.4299950174389636,71,0,2,2,1,0
1756,0.3692077727952168,30,2,0,0,0,0
1757,0.4160438465371201,28,0,2,1,1,0
1758,0.6048829098156453,37,0,0,0,1,1
1759,0.015445939212755359,18,1,1,1,0,0
1760,0.6208271051320379,31,0,2,2,0,0
1761,0.3776781265570504,5,0,2,0,2,0
1762,0.5944195316392626,30,0,0,0,3,0
1763,0.5336322869955157,49,2,0,1,2,0
1764,0.2705530642750373,12,0,0,0,0,1
1765,0.5959142999501744,1,0,0,0,2,1
1766,0.7110114598903836,4,0,0,0,3,1
1767,0.02291978076731441,3,1,1,0,1,1
1768,0.6093672147483807,3,0,0,0,2,1
1769,0.4718485301444942,37,2,2,2,0,0
1770,0.4783258594917788,23,2,2,1,3,0
1771,0.6063776781265571,23,0,2,0,3,0
1772,0.8161434977578476,45,0,0,1,0,0
1773,0.01993024414549077,22,1,1,1,0,0
1774,0.8111609367214749,24,0,0,0,0,0
1775,0.015944195316392632,48,1,1,2,1,0
1776,0.3776781265570504,3,0,0,0,3,1
1777,0.6860986547085202,8,0,0,0,2,0
1778,0.35575485799701057,44,0,0,1,3,1
1779,0.7204783258594918,56,0,2,0,2,0
1780,0.023418036870951675,1,1,1,0,3,0
1781,0.7404085700049825,53,0,2,0,2,0
1782,0.010463378176382654,59,1,1,2,1,0
1783,0.30493273542600896,15,0,0,0,3,0
1784,0.7135027404085699,49,0,0,1,0,0
1785,0.37518684603886404,39,2,0,0,2,1
1786,0.7065271549576483,44,0,0,1,1,0
1787,0.3502740408570005,3,0,0,0,1,1
1788,0.5585450921773791,16,0,0,0,1,1
1789,0.4718485301444942,5,0,2,0,0,0
1790,0.8176382660687593,37,0,2,0,1,0
1791,0.3248629795714998,9,0,0,0,3,0
1792,0.015944195316392632,35,1,1,2,3,0
1793,0.6776283009466866,7,0,0,0,2,1
1794,0.019431988041853504,1,1,1,0,0,1
1795,0.06826108619830593,29,0,0,0,1,1
1796,0.7663178873941207,51,2,2,1,3,0
1797,0.5166915794718485,58,0,2,2,0,0
1798,0.8993522670652716,72,0,2,1,0,0
1799,0.2022919780767314,4,2,0,0,1,0
1800,0.9287493771798704,64,0,2,1,2,0
1801,0.6188340807174888,68,0,0,0,1,0
1802,0.7757847533632287,62,0,0,0,1,0
1803,0.7443946188340808,37,0,0,0,2,0
1804,0.01395117090184353,43,1,1,2,0,0
1805,0.7304434479322371,65,2,2,2,0,0
1806,0.4275037369207773,1,2,0,0,2,0
1807,0.4773293472845042,27,2,2,1,3,0
1808,0.012456402590931727,57,1,1,2,0,0
1809,0.02291978076731441,1,1,1,0,3,1
1810,0.2212257100149477,43,2,0,0,2,0
1811,0.9322371699053312,48,2,2,2,1,0
1812,0.9257598405580468,41,2,2,2,2,0
1813,0.7169905331340309,68,0,2,2,1,0
1814,0.30493273542600896,15,0,0,0,2,0
1815,0.7593423019431988,8,0,0,0,1,1
1816,0.070254110612855,3,0,0,0,2,1
1817,0.7194818136522173,55,0,2,0,2,0
1818,0.01395117090184353,1,1,1,0,3,0
1819,0.5336322869955157,16,0,0,0,0,1
1820,0.615346287992028,39,2,2,1,1,1
1821,0.7633283507722969,10,0,0,0,2,1
1822,0.9033383158943696,46,0,2,2,1,0
1823,0.3791728948679621,12,0,0,0,3,0
1824,0.023916292974588915,41,1,1,2,3,0
1825,0.9058295964125562,65,0,2,0,2,1
1826,0.6073741903338317,21,0,2,1,2,0
1827,0.8126557050323866,4,0,0,0,1,1
1828,0.7135027404085699,72,2,2,2,0,0
1829,0.06278026905829595,47,1,1,2,3,0
1830,0.6576980568011959,43,2,2,1,0,0
1831,0.9451918285999004,72,2,2,2,0,0
1832,0.9267563527653212,67,2,2,1,2,0
1833,0.7080219232685601,6,0,0,0,2,1
1834,0.5171898355754859,60,0,2,1,1,0
1835,0.7962132536123568,40,2,2,1,1,0
1836,0.72446437468859,66,2,2,2,1,0
1837,0.3079222720478325,52,0,0,0,2,1
1838,0.7533632286995515,1,0,0,0,2,1
1839,0.7488789237668162,58,2,0,0,0,1
1840,0.4539113104135526,72,2,2,2,0,0
1841,0.7693074240159442,35,0,0,0,2,1
1842,0.022421524663677108,72,1,1,2,1,0
1843,0.5072247135027405,51,0,0,0,3,0
1844,0.010463378176382654,69,1,1,2,0,0
1845,0.809666168410563,69,0,0,1,0,0
1846,0.02042850024912804,11,1,1,0,0,0
1847,0.05929247633283505,1,0,0,0,3,0
1848,0.8644743398106627,3,0,0,0,2,1
1849,0.8066766317887395,37,2,2,1,2,1
1850,0.06925759840558046,4,0,0,0,0,1
1851,0.7613353263577479,67,0,0,0,1,0
1852,0.6741405082212258,25,0,2,0,2,0
1853,0.7349277528649726,72,2,2,2,0,0
1854,0.3293472845042351,8,2,0,0,1,0
1855,0.6178375685102143,10,0,0,0,0,1
1856,0.01893373193821621,6,1,1,0,0,0
1857,0.6238166417538614,52,0,0,1,2,0
1858,0.0707523667164923,70,1,1,2,3,0
1859,0.7369207772795218,70,2,2,2,0,0
1860,0.070254110612855,58,1,1,2,1,0
1861,0.5884404583956153,70,2,2,2,1,0
1862,0.014449427005480797,72,1,1,2,1,0
1863,0.3104135525660189,66,0,2,1,1,0
1864,0.17189835575485798,16,0,0,0,1,0
1865,0.4105630293971102,35,2,0,0,1,0
1866,0.7693074240159442,65,0,0,0,0,0
1867,0.2561036372695565,2,0,0,0,2,0
1868,0.3044344793223717,30,2,0,0,3,0
1869,0.7144992526158446,14,0,2,0,2,1
1870,0.01993024414549077,7,1,1,0,0,0
1871,0.6053811659192825,2,0,0,0,2,1
1872,0.6676631788739412,66,2,2,2,2,0
1873,0.024912805181863482,3,1,1,0,1,0
1874,0.014947683109118063,1,1,1,0,3,1
1875,0.4569008470353762,68,0,2,2,0,0
1876,0.6796213253612358,10,0,0,0,2,1
1877,0.8191330343796712,49,0,0,1,3,1
1878,0.02042850024912804,23,1,1,0,0,0
1879,0.7832585949177877,13,0,0,0,2,0
1880,0.015944195316392632,65,1,1,2,1,0
1881,0.17588440458395613,28,0,0,0,2,0
1882,0.7100149476831091,2,0,0,0,2,1
1883,0.5714997508719482,9,2,0,0,2,0
1884,0.909815645241654,54,2,0,0,2,0
1885,0.4319880418535127,25,2,0,1,0,0
1886,0.022421524663677108,19,1,1,2,3,0
1887,0.6696562032884903,71,2,0,1,1,0
1888,0.02092675635276534,36,1,1,1,1,0
1889,0.014947683109118063,16,1,1,0,1,0
1890,0.06477329347284502,25,1,1,2,1,1
1891,0.6278026905829597,59,2,0,1,1,0
1892,0.05630293971101144,71,1,1,2,1,0
1893,0.7673143996013951,46,0,0,1,1,1
1894,0.4982561036372696,16,2,2,2,0,0
1895,0.770802192326856,49,0,0,0,2,1
1896,0.6631788739412058,24,2,2,1,3,0
1897,0.2426507224713503,2,2,0,0,2,1
1898,0.4838066766317888,58,0,0,0,0,0
1899,0.7075236671649228,1,0,0,0,2,0
1900,0.6761335326357748,45,0,0,0,2,0
1901,0.32137518684603883,1,0,0,0,2,1
1902,0.2501245640259093,8,0,0,0,3,0
1903,0.7149975087194819,22,0,2,0,2,1
1904,0.9720976581963129,66,2,2,1,0,0
1905,0.5605381165919283,8,2,0,0,2,1
1906,0.8754359740906825,72,2,0,1,0,0
1907,0.4539113104135526,47,0,2,2,0,0
1908,0.5376183358246139,4,0,0,0,0,1
1909,0.6043846537120079,29,0,0,0,2,1
1910,0.9785749875435974,72,2,2,2,0,0
1911,0.6646736422521177,16,0,0,0,2,1
1912,0.6148480318883907,2,0,0,0,2,0
1913,0.012456402590931727,1,1,1,0,3,1
1914,0.5251619332336822,68,2,0,2,0,0
1915,0.06626806178375683,33,1,1,1,0,0
1916,0.011459890383657191,61,1,1,0,3,1
1917,0.6068759342301944,23,0,0,0,2,1
1918,0.30592924763328355,19,2,0,1,0,0
1919,0.22222222222222215,13,2,2,2,3,0
1920,0.680119581464873,21,0,0,0,2,1
1921,0.8629795714997508,62,2,0,1,2,0
1922,0.06875934230194318,29,1,1,0,2,0
1923,0.8679621325361235,70,2,0,2,1,0
1924,0.8261086198305929,38,0,0,0,1,0
1925,0.5545590433482811,31,0,0,0,2,1
1926,0.5151968111609367,1,0,0,0,2,1
1927,0.2561036372695565,1,0,0,0,3,1
1928,0.4778276033881416,71,2,0,1,2,0
1929,0.012954658694568992,4,1,1,2,1,0
1930,0.6228201295465869,2,0,0,0,2,1
1931,0.4598903836571999,4,0,2,0,3,0
1932,0.8061783756851022,69,2,0,2,0,0
1933,0.6278026905829597,64,2,2,1,2,0
1934,0.6053811659192825,60,2,2,1,3,0
1935,0.5151968111609367,1,0,0,0,2,1
1936,0.8684603886397608,63,0,2,0,2,0
1937,0.009965122072745386,35,1,1,2,3,0
1938,0.5799701046337818,17,0,0,0,2,1
1939,0.7892376681614351,63,0,0,2,0,0
1940,0.4798206278026906,19,2,0,0,0,0
1941,0.9262580966616842,21,0,2,0,2,1
1942,0.7678126557050324,57,0,2,0,1,0
1943,0.31190832087693066,8,0,0,0,0,0
1944,0.023916292974588915,6,1,1,0,3,0
1945,0.4294967613353264,66,2,2,2,0,0
1946,0.5710014947683109,63,2,2,2,1,0
1947,0.7369207772795218,28,0,0,1,0,0
1948,0.5655206776283009,23,2,0,0,0,0
1949,0.015944195316392632,29,1,1,0,3,0
1950,0.6208271051320379,18,0,0,0,1,0
1951,0.2795216741405082,53,2,0,0,0,0
1952,0.5186846038863976,10,2,0,1,2,0
1953,0.314399601395117,39,0,2,2,0,0
1954,0.5695067264573992,17,0,0,0,0,0
1955,0.7269556552067763,37,0,0,1,1,0
1956,0.018435475834578968,33,1,1,2,3,0
1957,0.7085201793721972,19,0,2,1,0,0
1958,0.4299950174389636,7,2,0,0,2,0
1959,0.5445939212755357,9,0,2,0,3,1
1960,0.456402590931739,59,2,2,2,1,0
1961,0.8515196811160937,55,0,2,1,0,0
1962,0.7588440458395617,4,2,2,0,0,1
1963,0.024912805181863482,57,1,1,2,3,0
1964,0.963129048330842,68,2,2,2,0,0
1965,0.5590433482810164,64,2,2,2,3,0
1966,0.8465371200797209,72,0,0,1,1,0
1967,0.6552067762830095,8,0,0,0,2,1
1968,0.9720976581963129,72,2,2,2,1,0
1969,0.2745391131041355,1,0,0,0,3,0
1970,0.766816143497758,69,0,2,2,1,0
1971,0.6183358246138515,56,2,0,2,0,0
1972,0.4653712007972098,9,2,2,0,3,0
1973,0.5146985550572996,1,0,0,0,2,1
1974,0.6163428001993024,59,0,2,1,2,0
1975,0.6108619830592925,12,0,2,0,1,0
1976,0.6631788739412058,4,0,0,0,0,1
1977,0.5186846038863976,3,0,0,0,2,1
1978,0.3238664673642252,1,2,0,0,3,0
1979,0.8026905829596412,29,0,2,0,1,0
1980,0.6591928251121077,71,2,2,2,1,0
1981,0.3936223218734429,23,2,2,1,3,0
1982,0.08071748878923765,6,1,1,0,3,0
1983,0.010961634280019922,37,1,1,0,2,0
1984,0.5595416043846538,24,2,2,1,0,0
1985,0.8231190832087694,49,2,0,0,3,0
1986,0.7767812655705033,11,2,2,0,1,1
1987,0.8156452416542103,44,0,2,2,0,0
1988,0.06925759840558046,11,1,1,1,2,0
1989,0.1101145989038366,43,0,0,0,1,0
1990,0.3218734429496761,1,0,0,0,2,1
1991,0.0558046836073742,23,1,1,2,3,0
1992,0.5107125062282013,25,2,2,0,1,0
1993,0.5665171898355754,14,0,0,0,2,0
1994,0.6158445440956651,10,0,0,0,0,1
1995,0.6218236173393125,27,2,0,1,1,0
1996,0.8679621325361235,3,0,0,0,0,1
1997,0.07424015944195314,10,1,1,2,0,0
1998,0.2705530642750373,5,0,2,0,1,0
1999,0.08021923268560041,48,1,1,2,0,0
2000,0.4653712007972098,7,0,0,0,2,0
2001,0.30692575984055803,44,0,0,1,2,0
2002,0.5794718485301446,2,0,2,0,2,1
2003,0.5819631290483309,4,0,0,0,0,1
2004,0.8026905829596412,37,0,2,0,0,1
2005,0.010463378176382654,13,1,1,0,3,0
2006,0.4020926756352766,39,0,0,1,1,0
2007,0.37717987045341306,42,2,0,1,1,0
2008,0.8664673642252119,46,2,2,1,0,1
2009,0.3746885899352267,16,2,0,1,3,0
2010,0.2765321375186845,54,0,2,2,1,0
2011,0.4798206278026906,33,0,0,0,1,0
2012,0.3223716990533134,22,0,0,0,2,0
2013,0.7070254110612856,35,2,2,1,2,0
2014,0.02690582959641255,4,1,1,0,0,1
2015,0.021923268560039844,1,1,1,2,3,0
2016,0.02590931738913801,36,1,1,1,0,0
2017,0.3592426507224713,25,2,2,0,2,0
2018,0.5266567015445939,3,2,2,2,3,0
2019,0.8221225710014948,22,2,0,0,2,1
2020,0.8216243148978575,16,2,0,0,0,0
2021,0.8824115595416044,50,0,2,1,2,0
2022,0.029397110114598887,10,1,1,0,2,0
2023,0.5585450921773791,25,2,2,1,3,1
2024,0.7762830094668659,32,0,0,0,1,1
2025,0.010961634280019922,63,1,1,2,2,0
2026,0.3029397110114599,5,0,2,0,0,0
2027,0.12057797708021925,44,0,0,0,2,1
2028,0.7762830094668659,16,0,0,0,2,1
2029,0.4573991031390136,20,2,2,1,3,0
2030,0.8784255107125063,30,2,2,0,0,0
2031,0.2670652715495765,55,0,0,1,0,0
2032,0.4678624813153962,61,0,0,1,2,0
2033,0.016940707523667137,1,1,1,0,0,1
2034,0.7558545092177379,54,0,0,1,1,0
2035,0.5156950672645739,10,0,0,0,2,1
2036,0.3687095166915795,40,2,0,0,3,1
2037,0.6068759342301944,51,2,0,0,0,0
2038,0.8694569008470354,72,2,2,2,0,0
2039,0.8071748878923767,64,2,2,2,1,0
2040,0.07573492775286497,72,1,1,2,1,0
2041,0.012954658694568992,53,1,1,1,0,0
2042,0.06477329347284502,3,0,0,0,2,1
2043,0.5161933233682112,1,0,0,0,2,0
2044,0.6557050323866467,13,2,0,0,2,1
2045,0.3238664673642252,39,0,0,0,2,1
2046,0.5919282511210763,9,0,0,0,0,1
2047,0.0697558545092177,22,1,1,2,3,0
2048,0.8051818634778276,54,0,0,0,1,0
2049,0.17289486796213252,29,2,2,1,3,0
2050,0.9920279023418036,72,2,2,1,0,1
2051,0.6108619830592925,72,2,2,2,1,0
2052,0.909815645241654,47,0,2,0,2,1
2053,0.3153961136023916,28,0,0,0,3,0
2054,0.12107623318385648,3,0,2,0,2,0
2055,0.5670154459392128,50,2,0,2,0,0
