,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1006,1,0,1,1,2,1,0,1,0,0,2,2,0,2,0,0,1,0.7149975087194819,0.019761135471959384,1
1007,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0.49327354260089684,0.011291253173321025,1
1008,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,0.5630293971101146,0.02431340872374798,1
1009,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,0.7533632286995515,0.0711747057465959,1
1010,1,0,1,0,14,1,0,0,0,0,0,0,0,0,1,0,2,0.26258096661684105,0.0718266789753058,0
1011,1,0,1,0,18,1,2,1,2,0,0,0,2,2,0,1,2,0.8086696562032886,0.1989556888991461,1
1012,1,0,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,0.6283009466865969,0.26009693053311794,0
1013,0,0,1,1,66,1,0,0,2,0,0,0,2,0,2,1,2,0.41355256601893375,0.459035310408493,0
1014,0,0,1,0,43,1,2,0,2,2,0,2,2,2,2,0,1,0.6796213253612358,0.41030463881837065,0
1015,1,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,0,0.9397110114598903,0.8986498961458574,0
1016,1,0,1,0,71,1,2,1,0,2,2,0,0,2,0,1,0,0.7473841554559043,0.7674417262866374,0
1017,0,1,0,0,50,1,2,1,2,2,0,0,0,0,0,1,2,0.6492277030393623,0.4725248096007385,0
1018,1,0,0,0,51,1,0,2,1,1,1,1,1,1,1,0,2,0.008470353761833582,0.1141241633971844,0
1019,1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,0.6238166417538614,0.2521982460189245,0
1020,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,0.0179372197309417,0.15479459958458344,0
1021,0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,0.6113602391629297,0.02033810293099469,1
1022,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,0.31290483308420525,0.028681052388645285,1
1023,0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,0,2,0.8256103637269556,0.6947957535195015,1
1024,1,1,1,0,10,1,0,1,0,2,2,2,2,0,0,1,3,0.7399103139013453,0.10561966305100394,1
1025,1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,0.7997010463378177,0.3444899607662128,1
1026,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,0.020926756352765336,0.00853334871913224,0
1027,0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,0.7573492775286498,0.22558850680821602,1
1028,0,0,1,0,62,1,0,1,2,0,2,2,2,2,1,1,2,0.857498754359741,0.7610027694438033,0
1029,1,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,1,0.011958146487294458,0.08489499192245557,0
1030,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,0.01594419531639263,0.00527925225017309,1
1031,0,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,2,0.974090682610862,0.9420782367874453,0
1032,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,0.12605879422022917,0.0046445880452342485,1
1033,0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,0.667164922770304,0.07022847911377798,1
1034,0,1,1,0,3,0,1,0,0,2,0,0,0,0,0,1,2,0.1245640259093174,0.007390953150242325,0
1035,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.2740408570004983,0.003109854604200323,1
1036,0,0,0,0,12,1,0,1,2,0,0,2,2,2,0,1,0,0.8036870951669158,0.12718093699515348,1
1037,1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,0,0.5714997508719482,0.1588102930994692,0
1038,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0.06626806178375683,0.0562139395338103,0
1039,1,0,0,0,22,1,2,0,2,2,0,0,0,0,0,0,2,0.40607872446437476,0.14261481652434804,1
1040,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,0.27653213751868455,0.023413339487652896,1
1041,0,0,0,0,24,1,2,2,1,1,1,1,1,1,2,0,1,0.06875934230194317,0.06164320332333256,0
1042,1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,0.5082212257100149,0.5110720055388877,0
1043,1,0,0,0,26,1,0,1,0,0,2,2,2,2,0,1,2,0.8011958146487296,0.2905838910685437,0
1044,1,1,1,0,68,1,2,1,0,2,2,0,2,2,0,1,2,0.8674638764324862,0.8401627048234479,1
1045,0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,3,0.023418036870951675,0.1239556888991461,0
1046,1,0,1,1,25,1,2,0,0,0,0,2,0,0,1,1,3,0.3672147483806677,0.16700900069236094,0
1047,0,0,1,0,51,1,2,2,1,1,1,1,1,1,2,0,3,0.07224713502740407,0.14567851373182553,0
1048,0,0,1,0,7,1,0,0,2,0,2,2,2,2,0,0,0,0.6278026905829597,0.06477036695130395,0
1049,1,0,0,1,39,1,0,2,1,1,1,1,1,1,1,0,0,0.010961634280019922,0.08774521117009002,0
1050,0,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,0,0.6198305929247634,0.6771347795984307,0
1051,0,0,1,0,27,1,2,1,0,0,0,0,2,2,0,0,1,0.7648231190832088,0.28199284560350796,0
1052,1,0,1,1,56,1,0,1,0,2,2,2,0,0,1,1,3,0.6736422521175884,0.5510039233787215,0
1053,0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,1,0,0.013452914798206289,0.1287156704361874,0
1054,1,0,0,0,17,1,2,1,2,2,2,2,2,0,0,1,0,0.8809167912306926,0.19078006000461575,0
1055,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,0.37867463876432483,0.004321486268174475,1
1056,1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,3,0.013452914798206289,0.07710016155088854,0
1057,1,0,1,1,13,1,2,0,0,2,2,2,2,0,0,1,2,0.543597409068261,0.10515231940918532,0
1058,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,0.014947683109118065,0.15654281098546044,0
1059,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0.009965122072745386,5.192707131317781e-05,0
1060,1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,0.5620328849028401,0.060668128317562894,1
1061,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,0.981564524165421,0.9529483037156704,0
1062,1,0,0,0,3,1,0,1,0,0,2,2,2,2,0,1,2,0.8016940707523668,0.031715901223171014,1
1063,1,0,0,0,53,1,0,0,0,0,2,0,0,2,1,1,2,0.42700548081714007,0.385310408492961,0
1064,1,0,0,1,38,1,2,1,0,2,0,0,0,0,0,1,3,0.6337817638266069,0.36036233556427416,0
1065,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,1,3,0.6183358246138515,0.03524117239787676,0
1066,0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,0.6601893373193822,0.597092084006462,0
1067,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,0.30692575984055803,0.0034906531271636275,0
1068,0,0,0,0,46,1,2,1,2,2,0,0,0,0,0,0,3,0.6576980568011959,0.4418186014308793,0
1069,1,0,0,0,19,1,2,0,0,0,2,2,0,0,0,0,2,0.4115595416043847,0.12990999307639048,0
1070,0,0,0,0,72,1,2,0,2,2,2,2,2,2,2,1,0,0.7284504235176881,0.7706438956842834,0
1071,1,0,1,1,38,1,2,2,1,1,1,1,1,1,2,0,1,0.06776283009466866,0.10906415878144474,0
1072,1,0,1,0,71,1,2,1,0,2,2,0,2,2,1,1,0,0.8714499252615846,0.8600680821601662,0
1073,0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,0.8146487294469358,0.17493076390491577,1
1074,0,1,1,0,66,1,2,1,0,0,2,2,2,2,1,1,1,0.8739412057797709,0.802729056081237,1
1075,0,1,0,0,11,1,0,1,0,2,0,0,2,2,0,1,2,0.7648231190832088,0.1271059312254789,1
1076,1,0,1,1,66,1,2,0,2,0,2,2,2,2,2,1,3,0.6552067762830095,0.6572178629125317,0
1077,1,0,0,0,28,1,0,1,0,0,2,2,0,2,0,0,2,0.7249626307922272,0.30087122086314333,0
1078,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0.16741405082212255,0.0018751442418647587,1
1079,0,0,1,1,72,1,0,1,2,2,2,2,2,2,2,1,1,0.9093173891380171,0.9042349411493191,0
1080,0,0,1,1,18,1,0,2,1,1,1,1,1,1,2,0,3,0.010961634280019922,0.03351603969536118,0
1081,0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,0,1,0.007473841554559046,0.10384260327717518,0
1082,0,1,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,0.8584952665670156,0.4748615278098315,0
1083,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,0.5201793721973095,0.005960073851834756,1
1084,1,1,1,0,27,1,2,1,0,0,0,0,0,0,0,1,2,0.5705032386646737,0.21638010616201248,1
1085,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,0,0.023916292974588915,0.008625663512577892,0
1086,1,0,0,0,43,0,1,0,2,0,2,0,0,0,1,1,1,0.16890881913303438,0.166732056312024,0
1087,1,0,0,1,47,1,0,0,2,2,0,0,0,0,0,1,2,0.36920777279521677,0.30409069928456034,0
1088,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0.31190832087693066,0.0035483498730671586,0
1089,0,0,0,0,15,1,0,0,0,0,2,0,0,2,0,1,2,0.4105630293971102,0.10083660281560121,1
1090,0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,1,2,0.5261584454409567,0.05237133625663513,0
1091,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,0.013452914798206289,0.03249480729286868,0
1092,0,0,1,0,43,1,2,1,0,2,0,0,0,0,0,0,2,0.6198305929247634,0.39004154165705057,0
1093,1,0,1,0,29,1,2,1,2,2,0,0,0,0,0,1,2,0.6596910812157449,0.28251788599123007,1
1094,0,0,1,0,46,1,2,2,1,1,1,1,1,1,1,1,0,0.061783756851021415,0.12085737364412649,0
1095,0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,1,0.3094170403587444,0.14013962612508654,0
1096,1,0,1,1,51,0,1,0,2,2,2,0,2,2,1,0,2,0.4090682610861983,0.34570159243018694,1
1097,1,0,1,1,70,0,1,0,0,2,2,2,2,2,1,0,2,0.41953163926258097,0.47540964689591503,0
1098,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0.27553562531141007,0.0562139395338103,0
1099,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,0.01395117090184353,0.005717747519039925,0
1100,0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,0.6596910812157449,0.08581813985691207,1
1101,0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,3,0.6596910812157449,0.14644011077775212,0
1102,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,0.059790732436472344,0.20375028848372953,0
1103,0,0,0,1,4,1,0,2,1,1,1,1,1,1,1,1,3,0.021425012456402576,0.007610200784675745,0
1104,0,0,1,0,72,1,2,1,2,2,2,2,2,0,2,1,0,0.8540109616342801,0.8698476805908146,0
1105,1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,0.020926756352765336,0.018174474959612278,0
1106,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,0.10164424514200296,0.012952919455342719,1
1107,1,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,0,0.6716492277030395,0.07392684052619433,0
1108,0,1,0,0,26,1,0,1,0,0,0,0,2,2,0,1,2,0.7274539113104136,0.26921301638587586,1
1109,0,0,1,0,68,1,2,0,2,2,2,2,0,0,2,0,1,0.5246636771300449,0.5645684283406416,0
1110,1,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,0.019431988041853504,0.0018405261943226399,0
1111,1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,0.5605381165919283,0.06782252480960074,1
1112,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,0.01594419531639263,0.004431110085391184,0
1113,1,0,0,0,13,1,2,1,2,0,0,0,2,2,0,0,3,0.7962132536123568,0.13979344564966537,1
1114,1,1,0,0,34,1,0,1,0,0,0,0,0,0,0,0,1,0.5072247135027405,0.2603623355642741,0
1115,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,0.47284504235176883,0.5257962150934687,0
1116,1,0,0,0,21,0,1,0,2,0,0,2,2,0,0,1,3,0.2521175884404584,0.11455111931687054,0
1117,0,0,1,1,40,1,2,1,0,0,2,2,0,0,0,1,2,0.663677130044843,0.37898107546734366,1
1118,1,0,0,0,16,0,1,0,2,2,2,2,2,0,2,0,3,0.36472346786248133,0.10354834987306716,0
1119,0,0,0,0,26,1,0,0,0,2,2,0,0,0,1,1,3,0.37668161434977576,0.17705977382875607,0
1120,1,0,1,0,49,1,2,1,0,2,0,0,2,2,0,1,0,0.8051818634778276,0.5579217632125548,1
1121,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,0.009466865969108118,0.10262520193861066,0
1122,1,0,1,1,11,1,0,1,0,0,0,0,2,0,0,1,0,0.6103637269556552,0.09804984998846066,1
1123,1,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,0.6596910812157449,0.6940110777752135,0
1124,1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,0,0.021923268560039844,0.10664666512808678,0
1125,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0.009965122072745386,5.192707131317781e-05,1
1126,0,1,0,0,59,1,2,1,2,2,2,0,0,0,0,1,2,0.7125062282012955,0.6321370874682668,0
1127,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,0.6945690084703539,0.73235056542811,0
1128,0,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,3,0.0179372197309417,0.05784675744288023,0
1129,1,0,1,1,72,1,2,1,2,2,0,2,2,2,2,1,1,0.8913801694070753,0.9117239787675976,0
1130,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,0.017438963627304432,0.0016039695361181631,0
1131,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,0.4374688589935227,0.2534791137779829,0
1132,1,0,1,1,71,1,0,1,2,2,2,0,2,2,1,1,0,0.8609865470852018,0.8388645280406185,0
1133,0,1,1,0,15,1,0,1,0,2,0,0,2,2,0,1,2,0.7613353263577479,0.14611700900069235,0
1134,0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,0.021923268560039844,0.0018462958689129932,0
1135,0,0,1,0,26,1,2,1,0,2,0,0,0,0,0,0,0,0.6083707025411061,0.230440803138703,0
1136,0,1,1,1,3,1,0,1,2,0,0,2,2,0,0,1,3,0.6980568011958146,0.029419570736210477,1
1137,1,1,1,0,49,1,0,0,0,2,0,0,0,0,2,0,3,0.314399601395117,0.2745903531040849,0
1138,1,0,1,1,27,1,2,1,0,0,0,0,0,0,0,1,0,0.57299451918286,0.22042464804985,0
1139,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,0.32137518684603883,0.014879990768520656,0
1140,0,0,1,1,45,0,1,0,0,2,2,2,0,2,1,0,0,0.32635774788241156,0.2591391645511193,0
1141,1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,0.85949177877429,0.4337872144011078,0
1142,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,0.9825610363726955,0.9761020078467575,0
1143,0,0,0,0,62,1,2,1,2,2,2,0,0,0,1,1,2,0.7354260089686099,0.6620124624971152,0
1144,0,0,1,1,54,1,2,0,0,2,2,0,0,0,2,1,0,0.41405082212257094,0.3724498038310639,0
1145,1,0,1,1,15,1,0,1,2,0,0,2,2,2,1,0,2,0.8335824613851521,0.1902204015693515,0
1146,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,0.0179372197309417,0.0001442418647588273,1
1147,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0.06925759840558046,0.0007385183475651972,1
1148,1,0,0,0,72,0,1,0,2,0,2,2,2,2,2,1,1,0.42800199302441455,0.5044368797599815,0
1149,0,0,0,0,30,1,2,0,2,0,2,0,2,2,1,1,1,0.6083707025411061,0.2779021463189476,0
1150,0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,0.6038863976083707,0.3586487422109393,0
1151,0,0,1,1,71,1,2,0,2,2,2,2,0,0,2,0,3,0.5266567015445939,0.6007558273713363,0
1152,1,0,0,0,18,0,1,0,0,2,2,0,0,0,0,1,1,0.1519681116093672,0.06706669743826449,1
1153,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,1,0.06826108619830593,0.042003231017770606,0
1154,0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,3,0.01893373193821621,0.09070505423494116,0
1155,0,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,0.9222720478325859,0.9073909531502423,0
1156,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,0.014947683109118065,0.002365566582044772,0
1157,1,0,0,0,53,1,2,2,1,1,1,1,1,1,1,0,0,0.05779770802192327,0.14806138933764137,0
1158,1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,0.9765819631290484,0.9861470113085622,0
1159,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,0.7802690582959642,0.21726863604892685,0
1160,1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,3,0.36472346786248133,0.04057235171936303,0
1161,0,0,0,0,15,1,2,1,2,0,2,0,0,0,0,1,1,0.6586945690084703,0.14814793445649668,0
1162,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,0,0.05779770802192327,0.1950553888760674,0
1163,1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,1,3,0.05530642750373693,0.10212324024924994,0
1164,0,0,1,0,45,1,2,2,1,1,1,1,1,1,2,0,3,0.07224713502740407,0.12719247634433417,0
1165,0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,0.6552067762830095,0.04684398799907686,0
1166,0,0,0,0,47,0,1,0,2,2,0,2,0,0,1,0,1,0.21325361235675136,0.20538310639279947,0
1167,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,0.01594419531639263,0.005100392337872144,0
1168,1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,0.8221225710014948,0.5366258942995615,0
1169,1,0,0,1,33,1,2,1,2,0,2,0,0,2,0,1,0,0.7678126557050324,0.3757615970459266,0
1170,0,0,1,1,15,1,2,2,1,1,1,1,1,1,0,1,2,0.0697558545092177,0.043393722594045704,0
1171,1,0,0,0,66,1,2,1,0,2,0,0,0,2,0,0,1,0.7090184354758347,0.6875259635356565,0
1172,0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,0.7159940209267563,0.057985229633048696,1
1173,0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,0.014449427005480797,0.03710477729056082,0
1174,0,0,1,1,41,1,0,1,0,0,2,0,2,2,0,1,0,0.7638266068759343,0.4418647588276021,0
1175,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,0.8126557050323866,0.6342776367412878,0
1176,0,0,0,0,28,1,2,0,0,0,0,2,0,0,0,1,1,0.3652217239661186,0.17151511654742674,0
1177,0,0,1,1,72,0,1,0,0,2,0,2,2,2,2,0,1,0.3527653213751869,0.43447957535195014,0
1178,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0.31390134529147984,0.0035714285714285718,0
1179,0,0,0,0,56,1,2,1,2,2,0,0,2,2,0,1,1,0.8804185351270553,0.6779540733902608,0
1180,1,0,1,0,70,1,2,0,2,2,2,2,2,0,2,0,3,0.6068759342301944,0.6367066697438265,0
1181,1,0,1,0,44,1,0,1,0,0,0,0,2,2,1,1,0,0.7214748380667664,0.456421647819063,0
1182,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0.2600896860986547,0.007206323563351027,1
1183,1,0,1,1,58,1,2,0,2,2,2,2,0,0,2,0,1,0.5316392625809666,0.4859739210708516,0
1184,0,0,0,0,48,1,2,0,2,2,2,0,2,2,1,1,1,0.6497259591429996,0.4464631894761135,0
1185,1,0,0,0,11,1,0,1,0,0,2,0,0,2,0,0,2,0.6631788739412058,0.10038656819755366,0
1186,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,2,0.9696063776781265,0.9700553888760673,0
1187,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,0.23766816143497757,0.3396261250865451,0
1188,0,0,1,0,26,1,0,1,0,0,0,2,0,2,0,0,1,0.6741405082212258,0.2512866374336487,0
1189,1,0,1,0,52,0,1,0,2,0,0,0,0,2,0,1,2,0.21574489287493767,0.231029309946919,0
1190,0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,0,0.018435475834578968,0.12231133164089546,0
1191,1,0,0,0,27,1,0,0,2,0,0,2,0,0,0,0,3,0.35077229696063783,0.16647242095545814,0
1192,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,0.6058794220229198,0.0069524578813754895,1
1193,1,0,1,0,45,1,2,1,0,2,0,0,0,0,0,0,0,0.6292974588938716,0.43353911839372256,0
1194,0,0,0,0,61,1,2,1,0,0,2,0,0,2,0,0,3,0.7070254110612856,0.6325640433879529,0
1195,0,0,0,0,2,1,0,1,2,0,2,0,0,0,0,1,2,0.6198305929247634,0.013651050080775443,0
1196,0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,0.47932237169905323,0.08331410108469882,1
1197,0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,0.4185351270553065,0.1430360027694438,0
1198,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5271549576482313,0.0060408492960997,1
1199,0,1,0,0,6,1,2,1,0,2,0,0,2,2,0,1,2,0.7972097658196313,0.06252019386106625,1
1200,1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,0.5505729945191828,0.6160800830833141,0
1201,0,0,1,1,72,1,0,0,2,2,2,0,2,0,2,1,1,0.5221723966118585,0.5760846988229863,0
1202,1,1,1,0,67,1,0,0,2,2,0,2,0,0,1,1,0,0.4255107125062283,0.47318255250403873,0
1203,0,0,1,1,21,1,0,0,0,2,0,0,2,0,1,1,1,0.4045839561534629,0.13808562197092086,0
1204,1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,0.014449427005480797,0.16190860835448884,0
1205,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,0.018435475834578968,0.0694380336948996,0
1206,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,0.766816143497758,0.03162358642972537,1
1207,1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,2,0.7528649725959143,0.3462612508654512,1
1208,1,1,0,0,55,0,1,0,0,0,2,0,2,2,1,1,0,0.3168908819133034,0.31440687745211165,0
1209,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,0.5590433482810164,0.006410108469882298,1
1210,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,3,0.005979073243647243,0.016662820216939763,0
1211,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0.021923268560039844,0.00019039926148165225,0
1212,1,1,0,0,14,1,2,1,0,0,0,0,2,2,0,1,2,0.770802192326856,0.14476113547195937,0
1213,0,0,1,1,66,1,2,1,0,0,0,0,0,0,1,1,0,0.558046836073742,0.5585564274174937,0
1214,0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,0.8754359740906825,0.8814447265174243,0
1215,0,0,1,1,11,0,1,0,2,0,0,0,0,0,0,1,2,0.1131041355256602,0.03780867759058389,0
1216,1,0,0,0,32,1,0,1,2,2,2,0,0,2,0,1,1,0.7488789237668162,0.3416224324948073,0
1217,1,1,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,0.8340807174887892,0.0787041310870067,1
1218,1,0,1,1,31,0,1,0,2,0,2,2,2,2,1,0,2,0.4155455904334828,0.2111700900069236,0
1219,0,0,0,0,61,0,1,0,2,2,2,2,0,0,1,0,1,0.25361235675137017,0.3089949226863605,0
1220,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5171898355754859,0.005925455804292638,1
1221,0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,0.8550074738415545,0.8533060235402724,0
1222,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0.5216741405082211,0.005977382875605816,1
1223,1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,0,3,0.7219730941704037,0.02525386568197554,0
1224,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,0.5999003487792726,0.03591622432494808,1
1225,1,1,1,0,27,1,2,1,2,0,2,0,0,0,1,1,2,0.6741405082212258,0.25401569351488573,0
1226,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,0.768809167912307,0.031658204477267485,0
1227,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.02042850024912804,0.00017309023771059284,0
1228,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,0.7120079720976582,0.7293445649665359,0
1229,0,0,1,1,61,0,1,0,2,2,0,2,0,2,1,1,0,0.323368211260588,0.35425225017309026,0
1230,1,0,1,1,68,1,2,1,2,2,2,0,2,2,2,1,2,0.9162929745889388,0.8595315024232634,0
1231,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,0,0.024414549078226183,0.0024290330025386565,0
1232,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,0,0.01893373193821621,0.025311562427879068,0
1233,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,0.021425012456402576,0.06811677821370876,0
1234,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0.5595416043846538,0.022732517885991232,1
1235,1,0,1,1,35,1,2,1,0,2,2,2,2,2,0,1,2,0.9138016940707525,0.43429494576505884,0
1236,0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,1,0.018435475834578968,0.032731363951073164,0
1237,0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,0.7080219232685601,0.008135241172397875,1
1238,1,0,1,0,42,1,2,1,0,0,2,2,2,2,0,1,0,0.87593423019432,0.5185668128317563,1
1239,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0.27055306427503734,0.003069466882067851,1
1240,0,0,1,1,71,1,2,1,0,2,2,0,0,2,2,1,1,0.7722969606377679,0.7882067851373182,0
1241,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,0.01893373193821621,0.10525040387722133,0
1242,0,0,1,1,55,1,2,2,1,1,1,1,1,1,2,1,1,0.07374190333831585,0.15799676898222942,0
1243,0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,0.5560538116591928,0.4012808677590584,0
1244,1,0,1,0,27,1,0,2,1,1,1,1,1,1,2,0,0,0.012954658694568993,0.0578986845141934,0
1245,0,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,0.01644245142002987,0.05870066928225249,0
1246,0,0,0,0,36,1,2,1,0,2,0,0,2,2,0,1,2,0.8061783756851022,0.41504731133164086,1
1247,1,0,1,1,9,1,2,1,0,0,2,0,2,0,1,1,2,0.7184853014449427,0.0864412647126702,0
1248,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,0.8360737419033384,0.5442591737825987,0
